section_name,difficulty,question_text
"মোবাইল/ট্যাব চালু, লক-আনলক ও অ্যাপে লগইন",hard,"মোবাইল রিস্টার্ট দেওয়ার পর অ্যাপ স্বয়ংক্রিয়ভাবে লগইন অবস্থায় আছে কিনা যাচাই করুন, না থাকলে দ্রুত পুনরায় লগইন করে দেখান।"
"মোবাইল/ট্যাব চালু, লক-আনলক ও অ্যাপে লগইন",hard,সেটিংস থেকে অ্যাপের ক্যাশ/ডেটা ক্লিয়ার করেও পুনরায় সঠিকভাবে লগইন করে দেখান।
গুগল ম্যাপ ব্যবহার,easy,গুগল ম্যাপে নিজের বর্তমান অবস্থান বের করে দেখান।
গুগল ম্যাপ ব্যবহার,easy,উপজেলা অফিস বা কোনো একটি সুনির্দিষ্ট স্থাপনার নাম লিখে সার্চ করে বের করুন।
গুগল ম্যাপ ব্যবহার,easy,ম্যাপে একটি পিন ড্রপ করে তা পরে রিমুভ করে দেখান।
গুগল ম্যাপ ব্যবহার,medium,আপনার অধীনস্থ ৯ জন গণনাকারীর (কল্পিত) এলাকা ম্যাপে একে একে চিহ্নিত করে দেখান।
গুগল ম্যাপ ব্যবহার,medium,দুটি গণনা এলাকার মধ্যে দূরত্ব ও যাতায়াতের সময়ের তুলনা করে বলুন কোনটিতে বেশি সময় লাগবে।
গুগল ম্যাপ ব্যবহার,medium,একটি এলাকা জুম করে সেখানে কয়টি বাড়ি/স্থাপনা দেখা যাচ্ছে তা দেখান।
গুগল ম্যাপ ব্যবহার,medium,ম্যাপের কম্পাস ব্যবহার করে উত্তর দিক নির্ণয় করে দেখান।
গুগল ম্যাপ ব্যবহার,hard,"অফলাইন ম্যাপ ডাউনলোড করে রাখার পদ্ধতি দেখান, যাতে নেটওয়ার্কহীন এলাকায়ও গণনাকারীদের এলাকা তদারকি করা যায়।"
গুগল ম্যাপ ব্যবহার,hard,একাধিক গণনা এলাকার মধ্যে সবচেয়ে দূরবর্তী ও কাছের এলাকা চিহ্নিত করে সেই অনুযায়ী কাজের সময়সূচি সাজানোর পরিকল্পনা ব্যাখ্যা করুন।
গুগল ম্যাপ ব্যবহার,hard,GPS সিগন্যাল দুর্বল বা লোকেশন ভুল দেখালে তা যাচাই ও সংশোধনের পদ্ধতি দেখান।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),easy,"প্রদত্ত একটি নমুনা এন্ট্রিতে পরিবার প্রধানের নাম, বয়স, ঠিকানা সঠিক আছে কিনা দেখে নিন।"
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),easy,ওয়েব প্যানেলে গণনাকারীর জমাকৃত একটি এন্ট্রি খুলে দেখান।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),easy,একটি এন্ট্রির সারাংশ (Summary) দেখে তথ্য কতটুকু সম্পূর্ণ তা বলুন।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),easy,Re-check (পুনঃযাচাই) কেন করা হয় তা সংক্ষেপে বলুন।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),medium,গণনাকারীর জমাকৃত একটি নমুনা তথ্য এন্ট্রি খুলে তা পর্যালোচনা (Review) করে দেখান।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),medium,একটি ইচ্ছাকৃত ভুল/অসঙ্গতিপূর্ণ তথ্য (যেমন বয়স ও জন্মতারিখে গরমিল) খুঁজে বের করে চিহ্নিত করুন।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),medium,একটি এন্ট্রি 'সংশোধনের জন্য ফেরত' (Reject/Send back) করার প্রক্রিয়া দেখান।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),medium,একাধিক গণনাকারীর জমাকৃত তথ্যের অগ্রগতি ড্যাশবোর্ডে কীভাবে দেখা যায় তা দেখান।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),hard,১০টি এন্ট্রির মধ্যে থেকে নিয়ম অনুযায়ী ৫-১০% (অর্থাৎ ১টি) পরিবার এলোমেলোভাবে বেছে রি-চেক (Re-Check) করার পদ্ধতি ব্যাখ্যা ও প্রদর্শন করুন।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),hard,মেকার-চেকার (Maker-Checker) পদ্ধতি বলতে কী বোঝায় তা নিজের ভাষায় ব্যাখ্যা করুন।
নমুনা তথ্য সঠিকভাবে অ্যাপে প্রবেশ (রি-চেক/যাচাই),hard,একই বাড়িতে দুইবার এন্ট্রি (Duplicate) হয়ে থাকলে তা কীভাবে শনাক্ত করে সমাধান করবেন?
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,easy,একটি জমাকৃত এন্ট্রির সংযুক্ত ছবি খুলে তা স্পষ্ট কিনা দেখান।
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,easy,একটি এন্ট্রির জিও-ট্যাগ (GPS) ম্যাপে খুলে দেখান।
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,medium,একটি জমাকৃত এন্ট্রির জিও-ট্যাগ সঠিক এলাকার মধ্যে পড়েছে কিনা যাচাই করে দেখান।
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,medium,সংযুক্ত বাড়ির ছবিটি স্পষ্ট ও প্রকৃত বাড়ির কিনা তা যাচাইয়ের পদ্ধতি ব্যাখ্যা করুন।
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,medium,একটি ভবনে একাধিক পরিবার থাকলে প্রতিটির জিও-ট্যাগ একই হওয়া স্বাভাবিক কিনা তা ব্যাখ্যা করুন।
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,hard,ছবি অস্পষ্ট বা GPS লোকেশন ভুল/অসামঞ্জস্যপূর্ণ হলে আপনি কী পদক্ষেপ নেবেন (গণনাকারীকে পুনরায় পাঠানো/নিজে সরেজমিনে যাচাই)?
গুগল ম্যাপে জিও-ট্যাগিং যাচাই ও বাড়ির ছবি,hard,একাধিক এন্ট্রির জিও-ট্যাগ একসাথে ম্যাপে দেখে কোনটি ভুল এলাকায় পড়েছে তা দ্রুত শনাক্ত করে দেখান।
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,easy,আজকের কাজের লিস্ট অ্যাপে/রেজিস্টারে পূরণ করে সাবমিট করুন।
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,easy,কতগুলো বাড়ি সার্ভে সম্পন্ন (Complete) ও কতগুলো বাকি (Pending) আছে তা বের করে দেখান।
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,medium,ছবি ও জিও-ট্যাগসহ সম্পূর্ণ দৈনিক রিপোর্ট জমা দিন।
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,medium,Sync Status যাচাই করে কোনো Failed Upload থাকলে তা চিহ্নিত করে দেখান।
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,medium,আজ আপনার দল ৫টি বাড়ি সার্ভে করেছে কিন্তু এলাকায় ইন্টারনেট নেই — আপনি কীভাবে দৈনিক রিপোর্ট জমা দেবেন?
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,hard,একদিনে লক্ষ্যমাত্রার চেয়ে কম বাড়ি সার্ভে হয়েছে — আপনি রিপোর্টে বিষয়টি কীভাবে উপস্থাপন করবেন ও পরবর্তী পদক্ষেপ কী নেবেন?
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,hard,একই দিনে একাধিক এলাকা থেকে আসা তথ্য কীভাবে একত্র করে একটি সমন্বিত দৈনিক প্রতিবেদন তৈরি করবেন?
দৈনিক রিপোর্ট প্রদান মানসিকতা ও দক্ষতা,hard,কোনো তথ্য সংগ্রহকারী কাজে ভুল করলে আপনি রিপোর্টে ও তদারকিতে কী পদক্ষেপ নেবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,easy,আমি বাড়ির মালিক। আমাকে পরিচয় দিয়ে জরিপ শুরু করুন। (রোলপ্লে)
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,easy,একজন নতুন গণনাকারীকে অ্যাপ ব্যবহার শেখাতে আপনি কী পদ্ধতি অবলম্বন করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,easy,একজন সহকর্মী কাজে দেরি করছেন — আপনি কী করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,easy,একজন সুপারভাইজারের প্রধান দায়িত্ব কী বলে আপনি মনে করেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,easy,আপনি তথ্য সংগ্রহকারীদের প্রতিদিন কীভাবে তদারকি করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,medium,আপনার দলের দুইজন সদস্যের মধ্যে কাজ (এলাকা) নিয়ে মতবিরোধ দেখা দিলে আপনি কীভাবে সমাধান করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,medium,একই দিনে একাধিক এলাকায় কাজ ভাগ করে দিতে হলে আপনি কীভাবে পরিকল্পনা করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,medium,আপনার দলের একজন সদস্য কাজে অনিয়মিত — আপনি কীভাবে তাকে অনুপ্রাণিত বা সংশোধন করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,medium,স্থানীয় জনগণ সার্ভেতে সহযোগিতা করতে না চাইলে আপনি দল নিয়ে বিষয়টি কীভাবে সামলাবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,hard,একজন গণনাকারী অসুস্থ হয়ে পড়লে তার এলাকার কাজ আপনি কীভাবে সমন্বয় করবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,hard,স্থানীয় চেয়ারম্যান বা একজন সাংবাদিক তথ্য জানতে চাইলে আপনি কীভাবে জবাব দেবেন?
দলনেতৃত্ব ও যোগাযোগ সক্ষমতা,hard,দলের কেউ তথ্য জালিয়াতি করছে বলে সন্দেহ হলে আপনি কীভাবে তা যাচাই ও রিপোর্ট করবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,easy,সার্ভে করার সময় হঠাৎ ভারী বৃষ্টি শুরু হলে আপনি কী করবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,easy,আপনার একজন গণনাকারীর ফোনের চার্জ শেষ হয়ে গেছে মাঠে — আপনি কী করবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,medium,আপনার একজন গণনাকারীর ট্যাবলেট চুরি হয়ে গেছে — আপনি তাৎক্ষণিকভাবে কী পদক্ষেপ নেবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,medium,একটি পরিবার তথ্য দিতে অস্বীকার করছে এবং গণনাকারী একা সামলাতে পারছেন না — আপনি কীভাবে সহায়তা করবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,medium,নেটওয়ার্ক সমস্যার কারণে কয়েকজন গণনাকারীর কয়েক দিনের ডেটা সিঙ্ক হচ্ছে না — আপনি কী পদক্ষেপ নেবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,medium,একজন উত্তরদাতা রেগে গিয়ে আপনার সাথে দুর্ব্যবহার করলে আপনি কীভাবে পরিস্থিতি সামলাবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,hard,আপনার একটি গণনা এলাকায় হঠাৎ বন্যার পূর্বাভাস এলো — আপনি কী করবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,hard,কোনো রাজনৈতিক প্রভাবশালী ব্যক্তি অন্যায়ভাবে কাউকে নিয়োগ বা এলাকা পরিবর্তনের জন্য চাপ দিলে আপনি কী করবেন?
জরুরি পরিস্থিতি বা ক্রাইসিস মোকাবেলা সক্ষমতা,hard,এলাকায় হঠাৎ সামাজিক অস্থিরতা দেখা দিলে আপনি দলের নিরাপত্তা নিশ্চিত করে কীভাবে কাজ চালিয়ে যাবেন বা বন্ধ করবেন?
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",easy,প্রার্থীকে নিজের সম্পর্কে ও পূর্ব অভিজ্ঞতা সম্পর্কে সংক্ষেপে বলতে বলুন।
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",easy,আপনি কেন মনে করেন এই দায়িত্বের (৯ জন কর্মীর তত্ত্বাবধান) জন্য উপযুক্ত?
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",easy,একটি ছোট বাংলা অনুচ্ছেদ জোরে পড়তে দিন — ভাষাগত সাবলীলতা যাচাই।
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",medium,আপনার নিজ ইউনিয়ন/ওয়ার্ডের ভৌগোলিক সীমানা ও আশেপাশের এলাকা সম্পর্কে বিস্তারিত বলুন।
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",medium,উপরস্থ কর্মকর্তা আপনার কাজে ভুল ধরলে আপনি কীভাবে তা গ্রহণ করবেন?
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",medium,আপনার দলের কেউ উত্তরদাতাকে গোপনীয়তার নিশ্চয়তা ঠিকভাবে দিচ্ছে না বলে আপনার নজরে এলে আপনি কীভাবে তা সংশোধন করাবেন?
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",medium,টানা ৪৫ দিন সন্ধ্যায় রিপোর্ট তৈরি ও দিনভর মাঠ তদারকি করতে আপনি প্রস্তুত কিনা?
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",hard,আপনার অধীনস্থ কোনো কর্মী ঘুষ নিয়েছে বলে প্রমাণ পেলে আপনি কী করবেন?
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",hard,গোপনীয়তা ভঙ্গ করলে বা তথ্য জালিয়াতি করলে জড়িতদের বিরুদ্ধে কী ব্যবস্থা নেওয়া যায় তা আপনি জানেন কিনা বলুন।
"আচার, আচরণ ও মৌখিক প্রশ্নোত্তর",hard,একজন গণনাকারী ও একজন উত্তরদাতার মধ্যে বিরোধ একইসাথে সামলাতে হলে আপনি কীভাবে অগ্রাধিকার ঠিক করবেন?
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",easy,Gmail খুলে একটি ইমেইল লিখে পাঠিয়ে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",easy,Play Store থেকে একটি ক্যালকুলেটর অ্যাপ খুঁজে ইনস্টল করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",easy,ফোনে বর্তমানে ইনস্টল করা অ্যাপের তালিকা বের করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",medium,Google Drive-এ একটি ছবি Upload করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",medium,Google Drive থেকে একটি ফাইলের Link তৈরি করে শেয়ার করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",medium,Google Photos-এ Backup চালু করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",medium,Play Store থেকে একটি অ্যাপ Uninstall করে দেখান এবং Auto-Update বন্ধ করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",hard,একটি PDF স্ক্যান করে সরাসরি Google Drive-এ আপলোড করে দেখান।
"ইন্টারনেট, Google অ্যাকাউন্ট ও Play Store",hard,একটি নির্দিষ্ট অ্যাপ কতটুকু স্টোরেজ ব্যবহার করেছে তা বের করে দেখান।
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,easy,Chrome-এ একটি সরকারি ওয়েবসাইট (যেমন bangladesh.gov.bd) খুলে দেখান।
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,easy,ফাইল ম্যানেজারে একটি নতুন Folder তৈরি করে দেখান।
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,medium,Chrome-এর Download History দেখে একটি ব্রাউজিং হিস্ট্রি ক্লিয়ার করে দেখান।
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,medium,Chrome-এ Incognito Mode চালু করে দেখান।
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,medium,"একটি File কপি করে অন্য Folder-এ Paste করে দেখান, এবং একটি ফাইল Rename করে দেখান।"
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,hard,একটি Zip ফাইল Extract করে দেখান।
Chrome ব্রাউজার ও ফাইল ম্যানেজমেন্ট,hard,Chrome দিয়ে একটি PDF ডাউনলোড করে তা WhatsApp-এ শেয়ার করে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",easy,QR কোড দেখেছেন কখনো? একটি QR কোড স্ক্যান করে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",easy,হোয়াটসঅ্যাপে একটি ছবি পাঠিয়ে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",medium,Google Lens দিয়ে কোনো লেখা থেকে টেক্সট কপি করে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",medium,হোয়াটসঅ্যাপে একটি Voice Message ও একটি Contact শেয়ার করে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",medium,হোয়াটসঅ্যাপে একটি গ্রুপ তৈরি করে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",medium,বিকাশ অ্যাপের মাধ্যমে মোবাইল রিচার্জ বা বিদ্যুৎ বিল দেওয়ার পদ্ধতি বলুন।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",hard,QR কোড স্ক্যান করে সেখান থেকে পাওয়া একটি ওয়েবসাইট খুলে দেখান।
"QR কোড, WhatsApp ও মোবাইল ব্যাংকিং",hard,হোয়াটসঅ্যাপে একটি Document (যেমন PDF) শেয়ার করে দেখান।
নিরাপত্তা ও সাধারণ আইসিটি জ্ঞান (বোনাস),easy,ডিভাইসে ফিঙ্গারপ্রিন্ট লক যুক্ত করে দেখান (থাকলে)।
নিরাপত্তা ও সাধারণ আইসিটি জ্ঞান (বোনাস),medium,একটি শক্তিশালী (Strong) পাসওয়ার্ড তৈরি করে দেখান — একটি ভালো পাসওয়ার্ডে কী কী থাকা উচিত?
নিরাপত্তা ও সাধারণ আইসিটি জ্ঞান (বোনাস),medium,Two-Factor Authentication (দ্বি-স্তর যাচাইকরণ) কী তা ব্যাখ্যা করুন।
নিরাপত্তা ও সাধারণ আইসিটি জ্ঞান (বোনাস),medium,Spam/ভুয়া SMS কীভাবে চিনবেন তা ব্যাখ্যা করুন।
নিরাপত্তা ও সাধারণ আইসিটি জ্ঞান (বোনাস),hard,আপনার উপজেলা সদরে কয়টি ইউনিয়ন আছে তা গুগল সার্চ করে বের করে বলুন।
নিরাপত্তা ও সাধারণ আইসিটি জ্ঞান (বোনাস),hard,ফোনের IMEI নম্বর ও Android ভার্সন বের করে দেখান।
